parameters: n=5 l=2 k=1 p=5 q=3 m=8
TOTAL 324 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 9 | 324 | x=(6.0*54.0) | x 6.0 54.0 * = | x:UK 6.0:UK 54.0:animal *:UK =:UK
EXPR: 0 | POS | INT | 10 | 9 | 324 | (6.0*54.0)=x | 6.0 54.0 * x = | 6.0:neighbor 54.0:animal *:neighbor x:neighbor =:neighbor
EXPR: 0 | POS | INT | 12 | 9 | 324 | 6.0=(x/54.0) | 6.0 x 54.0 / = | 6.0:UK x:UK 54.0:animal /:UK =:UK
EXPR: 1 | POS | INT | 12 | 9 | 9 | (6.0*x)=54.0 | 6.0 x * 54.0 = | 6.0:neighbor x:UK *:neighbor 54.0:neighbor =:neighbor
EXPR: 0 | POS | INT | 12 | 9 | 324 | (x/6.0)=54.0 | x 6.0 / 54.0 = | x:UK 6.0:neighbor /:UK 54.0:UK =:UK
EXPR: 1 | POS | INT | 12 | 9 | 9 | (x*6.0)=54.0 | x 6.0 * 54.0 = | x:animal 6.0:neighbor *:animal 54.0:animal =:animal
EXPR: 1 | POS | INT | 12 | 9 | 9 | 6.0=(54.0/x) | 6.0 54.0 x / = | 6.0:neighbor 54.0:neighbor x:UK /:neighbor =:neighbor
EXPR: 0 | POS | INT | 20 | 9 | 60 | (6.0+54.0)=x | 6.0 54.0 + x = | 6.0:neighbor 54.0:neighbor +:neighbor x:neighbor =:neighbor
EXPR: 0 | POS | INT | 20 | 9 | 60 | x=(6.0+54.0) | x 6.0 54.0 + = | x:animal 6.0:animal 54.0:animal +:animal =:animal
EXPR: 1 | POS | INT | 20 | 9 | 9 | (54.0/6.0)=x | 54.0 6.0 / x = | 54.0:animal 6.0:neighbor /:animal x:animal =:animal
EXPR: 1 | POS | INT | 20 | 9 | 9 | x=(54.0/6.0) | x 54.0 6.0 / = | x:animal 54.0:animal 6.0:neighbor /:animal =:animal
EXPR: 0 | POS | INT | 22 | 9 | 60 | (x-6.0)=54.0 | x 6.0 - 54.0 = | x:animal 6.0:animal -:animal 54.0:animal =:animal
EXPR: 0 | POS | INT | 22 | 9 | 324 | 54.0=(x/6.0) | 54.0 x 6.0 / = | 54.0:UK x:UK 6.0:neighbor /:UK =:UK
EXPR: 1 | POS | INT | 22 | 9 | 9 | (54.0/x)=6.0 | 54.0 x / 6.0 = | 54.0:neighbor x:UK /:neighbor 6.0:neighbor =:neighbor
EXPR: 0 | POS | INT | 22 | 9 | 48 | 6.0=(54.0-x) | 6.0 54.0 x - = | 6.0:animal 54.0:animal x:animal -:animal =:animal
EXPR: 0 | POS | INT | 22 | 9 | 48 | (6.0+x)=54.0 | 6.0 x + 54.0 = | 6.0:UK x:UK +:UK 54.0:UK =:UK
EXPR: 0 | POS | INT | 22 | 9 | 48 | (x+6.0)=54.0 | x 6.0 + 54.0 = | x:neighbor 6.0:neighbor +:neighbor 54.0:neighbor =:neighbor
EXPR: 1 | POS | INT | 22 | 9 | 9 | 54.0=(x*6.0) | 54.0 x 6.0 * = | 54.0:animal x:animal 6.0:neighbor *:animal =:animal
EXPR: 0 | POS | INT | 22 | 9 | 60 | 6.0=(x-54.0) | 6.0 x 54.0 - = | 6.0:UK x:UK 54.0:UK -:UK =:UK
EXPR: 1 | POS | INT | 22 | 9 | 9 | 54.0=(6.0*x) | 54.0 6.0 x * = | 54.0:UK 6.0:neighbor x:UK *:UK =:UK
EXPR: 0 | POS | INT | 22 | 9 | 324 | (x/54.0)=6.0 | x 54.0 / 6.0 = | x:UK 54.0:animal /:UK 6.0:UK =:UK
EXPR: 0 | POS | INT | 30 | 9 | 48 | x=(54.0-6.0) | x 54.0 6.0 - = | x:animal 54.0:animal 6.0:animal -:animal =:animal
EXPR: 0 | POS | INT | 30 | 9 | 48 | (54.0-6.0)=x | 54.0 6.0 - x = | 54.0:UK 6.0:UK -:UK x:UK =:UK
EXPR: 0 | POS | INT | 32 | 9 | 60 | (x-54.0)=6.0 | x 54.0 - 6.0 = | x:animal 54.0:animal -:animal 6.0:animal =:animal
EXPR: 0 | POS | INT | 32 | 9 | 48 | (54.0-x)=6.0 | 54.0 x - 6.0 = | 54.0:animal x:animal -:animal 6.0:animal =:animal
EXPR: 0 | POS | INT | 32 | 9 | 48 | 54.0=(6.0+x) | 54.0 6.0 x + = | 54.0:animal 6.0:animal x:animal +:animal =:animal
EXPR: 0 | POS | INT | 32 | 9 | 48 | 54.0=(x+6.0) | 54.0 x 6.0 + = | 54.0:animal x:animal 6.0:animal +:animal =:animal
EXPR: 0 | POS | INT | 32 | 9 | 60 | 54.0=(x-6.0) | 54.0 x 6.0 - = | 54.0:animal x:animal 6.0:animal -:animal =:animal
NET 28 unique, non-negative, integer-valued solutions found out of 324 total solutions
