parameters: n=5 l=2 k=1 p=5 q=3 m=8
TOTAL 324 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 3 | 108 | x=(9.0*12.0) | x 9.0 12.0 * = | x:dollar 9.0:dollar 12.0:quarter *:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 3 | 108 | (9.0*12.0)=x | 9.0 12.0 * x = | 9.0:dollar 12.0:UK *:UK x:UK =:UK
EXPR: 0 | POS | INT | 12 | 3 | 108 | (x/9.0)=12.0 | x 9.0 / 12.0 = | x:UK 9.0:dollar /:UK 12.0:UK =:UK
EXPR: 0 | POS | INT | 12 | 3 | 108 | 9.0=(x/12.0) | 9.0 x 12.0 / = | 9.0:dollar x:dollar 12.0:quarter /:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 3 | 21 | x=(9.0+12.0) | x 9.0 12.0 + = | x:dollar 9.0:dollar 12.0:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 3 | 21 | (9.0+12.0)=x | 9.0 12.0 + x = | 9.0:quarter 12.0:quarter +:quarter x:quarter =:quarter
EXPR: 1 | POS | INT | 22 | 3 | 3 | (x+9.0)=12.0 | x 9.0 + 12.0 = | x:dollar 9.0:dollar +:dollar 12.0:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 3 | 108 | (x/12.0)=9.0 | x 12.0 / 9.0 = | x:UK 12.0:quarter /:UK 9.0:UK =:UK
EXPR: 0 | POS | INT | 22 | 3 | 21 | 9.0=(x-12.0) | 9.0 x 12.0 - = | 9.0:dollar x:dollar 12.0:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 3 | 21 | (x-9.0)=12.0 | x 9.0 - 12.0 = | x:dollar 9.0:dollar -:dollar 12.0:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 3 | 3 | (9.0+x)=12.0 | 9.0 x + 12.0 = | 9.0:quarter x:quarter +:quarter 12.0:quarter =:quarter
EXPR: 0 | POS | INT | 22 | 3 | 108 | 12.0=(x/9.0) | 12.0 x 9.0 / = | 12.0:UK x:UK 9.0:dollar /:UK =:UK
EXPR: 1 | POS | INT | 22 | 3 | 3 | 9.0=(12.0-x) | 9.0 12.0 x - = | 9.0:UK 12.0:UK x:UK -:UK =:UK
EXPR: 1 | POS | INT | 30 | 3 | 3 | x=(12.0-9.0) | x 12.0 9.0 - = | x:quarter 12.0:quarter 9.0:quarter -:quarter =:quarter
EXPR: 1 | POS | INT | 30 | 3 | 3 | (12.0-9.0)=x | 12.0 9.0 - x = | 12.0:UK 9.0:UK -:UK x:UK =:UK
EXPR: 1 | POS | INT | 32 | 3 | 3 | (12.0-x)=9.0 | 12.0 x - 9.0 = | 12.0:quarter x:quarter -:quarter 9.0:quarter =:quarter
EXPR: 1 | POS | INT | 32 | 3 | 3 | 12.0=(9.0+x) | 12.0 9.0 x + = | 12.0:dollar 9.0:dollar x:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 32 | 3 | 3 | 12.0=(x+9.0) | 12.0 x 9.0 + = | 12.0:dollar x:dollar 9.0:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 3 | 21 | 12.0=(x-9.0) | 12.0 x 9.0 - = | 12.0:dollar x:dollar 9.0:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 3 | 21 | (x-12.0)=9.0 | x 12.0 - 9.0 = | x:quarter 12.0:quarter -:quarter 9.0:quarter =:quarter
NET 20 unique, non-negative, integer-valued solutions found out of 324 total solutions
