parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 13 | 13 | x=(4.0+9.0) | x 4.0 9.0 + = | x:game 4.0:game 9.0:game +:game =:game
EXPR: 1 | POS | INT | 0 | 13 | 13 | (4.0+9.0)=x | 4.0 9.0 + x = | 4.0:game 9.0:game +:game x:game =:game
EXPR: 0 | POS | INT | 2 | 13 | 5 | (x+4.0)=9.0 | x 4.0 + 9.0 = | x:game 4.0:game +:game 9.0:game =:game
EXPR: 1 | POS | INT | 2 | 13 | 13 | (x-4.0)=9.0 | x 4.0 - 9.0 = | x:game 4.0:game -:game 9.0:game =:game
EXPR: 0 | POS | INT | 2 | 13 | 5 | (4.0+x)=9.0 | 4.0 x + 9.0 = | 4.0:game x:game +:game 9.0:game =:game
EXPR: 0 | POS | INT | 2 | 13 | 5 | 4.0=(9.0-x) | 4.0 9.0 x - = | 4.0:game 9.0:game x:game -:game =:game
EXPR: 1 | POS | INT | 2 | 13 | 13 | 4.0=(x-9.0) | 4.0 x 9.0 - = | 4.0:game x:game 9.0:game -:game =:game
EXPR: 0 | POS | INT | 10 | 13 | 5 | (9.0-4.0)=x | 9.0 4.0 - x = | 9.0:game 4.0:game -:game x:game =:game
EXPR: 0 | POS | INT | 10 | 13 | 5 | x=(9.0-4.0) | x 9.0 4.0 - = | x:game 9.0:game 4.0:game -:game =:game
EXPR: 1 | POS | INT | 12 | 13 | 13 | (x-9.0)=4.0 | x 9.0 - 4.0 = | x:game 9.0:game -:game 4.0:game =:game
EXPR: 0 | POS | INT | 12 | 13 | 5 | 9.0=(x+4.0) | 9.0 x 4.0 + = | 9.0:game x:game 4.0:game +:game =:game
EXPR: 0 | POS | INT | 12 | 13 | 5 | 9.0=(4.0+x) | 9.0 4.0 x + = | 9.0:game 4.0:game x:game +:game =:game
EXPR: 1 | POS | INT | 12 | 13 | 13 | 9.0=(x-4.0) | 9.0 x 4.0 - = | 9.0:game x:game 4.0:game -:game =:game
EXPR: 0 | POS | INT | 12 | 13 | 5 | (9.0-x)=4.0 | 9.0 x - 4.0 = | 9.0:game x:game -:game 4.0:game =:game
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
