parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 18 | 18 | (40.0-22.0)=x | 40.0 22.0 - x = | 40.0:card 22.0:card -:card x:card =:card
EXPR: 0 | POS | INT | 0 | 18 | 62 | x=(40.0+22.0) | x 40.0 22.0 + = | x:card 40.0:card 22.0:card +:card =:card
EXPR: 1 | POS | INT | 0 | 18 | 18 | x=(40.0-22.0) | x 40.0 22.0 - = | x:card 40.0:card 22.0:card -:card =:card
EXPR: 0 | POS | INT | 0 | 18 | 62 | (40.0+22.0)=x | 40.0 22.0 + x = | 40.0:card 22.0:card +:card x:card =:card
EXPR: 1 | POS | INT | 2 | 18 | 18 | 40.0=(22.0+x) | 40.0 22.0 x + = | 40.0:card 22.0:card x:card +:card =:card
EXPR: 0 | POS | INT | 2 | 18 | 62 | (x-40.0)=22.0 | x 40.0 - 22.0 = | x:card 40.0:card -:card 22.0:card =:card
EXPR: 1 | POS | INT | 2 | 18 | 18 | 40.0=(x+22.0) | 40.0 x 22.0 + = | 40.0:card x:card 22.0:card +:card =:card
EXPR: 1 | POS | INT | 2 | 18 | 18 | (40.0-x)=22.0 | 40.0 x - 22.0 = | 40.0:card x:card -:card 22.0:card =:card
EXPR: 0 | POS | INT | 2 | 18 | 62 | 40.0=(x-22.0) | 40.0 x 22.0 - = | 40.0:card x:card 22.0:card -:card =:card
EXPR: 1 | POS | INT | 12 | 18 | 18 | (x+22.0)=40.0 | x 22.0 + 40.0 = | x:card 22.0:card +:card 40.0:card =:card
EXPR: 0 | POS | INT | 12 | 18 | 62 | (x-22.0)=40.0 | x 22.0 - 40.0 = | x:card 22.0:card -:card 40.0:card =:card
EXPR: 1 | POS | INT | 12 | 18 | 18 | (22.0+x)=40.0 | 22.0 x + 40.0 = | 22.0:card x:card +:card 40.0:card =:card
EXPR: 0 | POS | INT | 12 | 18 | 62 | 22.0=(x-40.0) | 22.0 x 40.0 - = | 22.0:card x:card 40.0:card -:card =:card
EXPR: 1 | POS | INT | 12 | 18 | 18 | 22.0=(40.0-x) | 22.0 40.0 x - = | 22.0:card 40.0:card x:card -:card =:card
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
