parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 4 | 21 | x=(7.0*3.0) | x 7.0 3.0 * = | x:seashell 7.0:seashell 3.0:UK *:seashell =:seashell
EXPR: 0 | POS | INT | 0 | 4 | 21 | (7.0*3.0)=x | 7.0 3.0 * x = | 7.0:seashell 3.0:UK *:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 2 | 4 | 21 | 7.0=(x/3.0) | 7.0 x 3.0 / = | 7.0:seashell x:seashell 3.0:UK /:seashell =:seashell
EXPR: 1 | POS | INT | 10 | 4 | 4 | (7.0-3.0)=x | 7.0 3.0 - x = | 7.0:seashell 3.0:seashell -:seashell x:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 4 | 10 | x=(7.0+3.0) | x 7.0 3.0 + = | x:seashell 7.0:seashell 3.0:seashell +:seashell =:seashell
EXPR: 1 | POS | INT | 10 | 4 | 4 | x=(7.0-3.0) | x 7.0 3.0 - = | x:seashell 7.0:seashell 3.0:seashell -:seashell =:seashell
EXPR: 0 | POS | INT | 10 | 4 | 10 | (7.0+3.0)=x | 7.0 3.0 + x = | 7.0:seashell 3.0:seashell +:seashell x:seashell =:seashell
EXPR: 1 | POS | INT | 12 | 4 | 4 | 7.0=(x+3.0) | 7.0 x 3.0 + = | 7.0:seashell x:seashell 3.0:seashell +:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 10 | 7.0=(x-3.0) | 7.0 x 3.0 - = | 7.0:seashell x:seashell 3.0:seashell -:seashell =:seashell
EXPR: 1 | POS | INT | 12 | 4 | 4 | 7.0=(3.0+x) | 7.0 3.0 x + = | 7.0:seashell 3.0:seashell x:seashell +:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 10 | (x-7.0)=3.0 | x 7.0 - 3.0 = | x:seashell 7.0:seashell -:seashell 3.0:seashell =:seashell
EXPR: 1 | POS | INT | 12 | 4 | 4 | (7.0-x)=3.0 | 7.0 x - 3.0 = | 7.0:seashell x:seashell -:seashell 3.0:seashell =:seashell
EXPR: 0 | POS | INT | 12 | 4 | 21 | (x/7.0)=3.0 | x 7.0 / 3.0 = | x:UK 7.0:seashell /:UK 3.0:UK =:UK
EXPR: 0 | POS | INT | 12 | 4 | 21 | (x/3.0)=7.0 | x 3.0 / 7.0 = | x:seashell 3.0:UK /:seashell 7.0:seashell =:seashell
EXPR: 1 | POS | INT | 22 | 4 | 4 | (x+3.0)=7.0 | x 3.0 + 7.0 = | x:seashell 3.0:seashell +:seashell 7.0:seashell =:seashell
EXPR: 1 | POS | INT | 22 | 4 | 4 | (3.0+x)=7.0 | 3.0 x + 7.0 = | 3.0:seashell x:seashell +:seashell 7.0:seashell =:seashell
EXPR: 0 | POS | INT | 22 | 4 | 10 | 3.0=(x-7.0) | 3.0 x 7.0 - = | 3.0:seashell x:seashell 7.0:seashell -:seashell =:seashell
EXPR: 0 | POS | INT | 22 | 4 | 21 | 3.0=(x/7.0) | 3.0 x 7.0 / = | 3.0:UK x:UK 7.0:seashell /:UK =:UK
EXPR: 1 | POS | INT | 22 | 4 | 4 | 3.0=(7.0-x) | 3.0 7.0 x - = | 3.0:seashell 7.0:seashell x:seashell -:seashell =:seashell
EXPR: 0 | POS | INT | 22 | 4 | 10 | (x-3.0)=7.0 | x 3.0 - 7.0 = | x:seashell 3.0:seashell -:seashell 7.0:seashell =:seashell
NET 20 unique, non-negative, integer-valued solutions found out of 136 total solutions
