parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 15 | 15 | x=(6+9) | x 6 9 + = | x:turnip 6:turnip 9:turnip +:turnip =:turnip
EXPR: 1 | POS | INT | 0 | 15 | 15 | (6+9)=x | 6 9 + x = | 6:turnip 9:turnip +:turnip x:turnip =:turnip
EXPR: 0 | POS | INT | 2 | 15 | 3 | (x+6)=9 | x 6 + 9 = | x:turnip 6:turnip +:turnip 9:turnip =:turnip
EXPR: 1 | POS | INT | 2 | 15 | 15 | (x-6)=9 | x 6 - 9 = | x:turnip 6:turnip -:turnip 9:turnip =:turnip
EXPR: 0 | POS | INT | 2 | 15 | 3 | (6+x)=9 | 6 x + 9 = | 6:turnip x:turnip +:turnip 9:turnip =:turnip
EXPR: 0 | POS | INT | 2 | 15 | 3 | 6=(9-x) | 6 9 x - = | 6:turnip 9:turnip x:turnip -:turnip =:turnip
EXPR: 1 | POS | INT | 2 | 15 | 15 | 6=(x-9) | 6 x 9 - = | 6:turnip x:turnip 9:turnip -:turnip =:turnip
EXPR: 0 | POS | INT | 10 | 15 | 3 | (9-6)=x | 9 6 - x = | 9:turnip 6:turnip -:turnip x:turnip =:turnip
EXPR: 0 | POS | INT | 10 | 15 | 3 | x=(9-6) | x 9 6 - = | x:turnip 9:turnip 6:turnip -:turnip =:turnip
EXPR: 1 | POS | INT | 12 | 15 | 15 | (x-9)=6 | x 9 - 6 = | x:turnip 9:turnip -:turnip 6:turnip =:turnip
EXPR: 0 | POS | INT | 12 | 15 | 3 | 9=(x+6) | 9 x 6 + = | 9:turnip x:turnip 6:turnip +:turnip =:turnip
EXPR: 0 | POS | INT | 12 | 15 | 3 | 9=(6+x) | 9 6 x + = | 9:turnip 6:turnip x:turnip +:turnip =:turnip
EXPR: 1 | POS | INT | 12 | 15 | 15 | 9=(x-6) | 9 x 6 - = | 9:turnip x:turnip 6:turnip -:turnip =:turnip
EXPR: 0 | POS | INT | 12 | 15 | 3 | (9-x)=6 | 9 x - 6 = | 9:turnip x:turnip -:turnip 6:turnip =:turnip
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
