parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 16 | 2 | (9-7)=x | 9 7 - x = | 9:dime 7:dime -:dime x:dime =:dime
EXPR: 1 | POS | INT | 0 | 16 | 16 | x=(9+7) | x 9 7 + = | x:dime 9:dime 7:dime +:dime =:dime
EXPR: 0 | POS | INT | 0 | 16 | 2 | x=(9-7) | x 9 7 - = | x:dime 9:dime 7:dime -:dime =:dime
EXPR: 1 | POS | INT | 0 | 16 | 16 | (9+7)=x | 9 7 + x = | 9:dime 7:dime +:dime x:dime =:dime
EXPR: 0 | POS | INT | 2 | 16 | 2 | 9=(7+x) | 9 7 x + = | 9:dime 7:dime x:dime +:dime =:dime
EXPR: 1 | POS | INT | 2 | 16 | 16 | (x-9)=7 | x 9 - 7 = | x:dime 9:dime -:dime 7:dime =:dime
EXPR: 0 | POS | INT | 2 | 16 | 2 | 9=(x+7) | 9 x 7 + = | 9:dime x:dime 7:dime +:dime =:dime
EXPR: 0 | POS | INT | 2 | 16 | 2 | (9-x)=7 | 9 x - 7 = | 9:dime x:dime -:dime 7:dime =:dime
EXPR: 1 | POS | INT | 2 | 16 | 16 | 9=(x-7) | 9 x 7 - = | 9:dime x:dime 7:dime -:dime =:dime
EXPR: 0 | POS | INT | 12 | 16 | 2 | (x+7)=9 | x 7 + 9 = | x:dime 7:dime +:dime 9:dime =:dime
EXPR: 1 | POS | INT | 12 | 16 | 16 | (x-7)=9 | x 7 - 9 = | x:dime 7:dime -:dime 9:dime =:dime
EXPR: 0 | POS | INT | 12 | 16 | 2 | (7+x)=9 | 7 x + 9 = | 7:dime x:dime +:dime 9:dime =:dime
EXPR: 1 | POS | INT | 12 | 16 | 16 | 7=(x-9) | 7 x 9 - = | 7:dime x:dime 9:dime -:dime =:dime
EXPR: 0 | POS | INT | 12 | 16 | 2 | 7=(9-x) | 7 9 x - = | 7:dime 9:dime x:dime -:dime =:dime
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
